GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,points,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus
401856962,2026-06-04,2026,Valkyries,5277552,Juste Jocyte,G,4,7,0,0-4,0-2,0-0,0,0,0,0,0,0,0,1,2
401856962,2026-06-04,2026,Lynx,2529130,Natasha Howard,F,1,30,12,4-12,0-0,4-6,5,5,10,0,0,0,2,3,8
401856962,2026-06-04,2026,Lynx,3054590,Nia Coffey,F,12,35,3,1-6,1-4,0-0,2,4,6,5,0,3,2,3,3
401856962,2026-06-04,2026,Lynx,2529205,Kayla McBride,G,21,32,14,4-13,3-6,3-3,2,6,8,2,2,0,2,0,-1
401856962,2026-06-04,2026,Lynx,2987891,Courtney Williams,G,10,34,17,8-18,0-3,1-2,1,6,7,3,1,0,3,2,0
401856962,2026-06-04,2026,Lynx,4433791,Olivia Miles,G,5,28,28,9-16,8-11,2-2,0,4,4,7,0,3,1,5,14
401856962,2026-06-04,2026,Lynx,4873358,Antonia Delaere,F,8,13,0,0-1,0-1,0-0,0,0,0,0,0,0,1,0,-7
401856962,2026-06-04,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,13,8,2-4,0-0,4-4,1,3,4,0,0,0,0,0,-4
401856962,2026-06-04,2026,Lynx,3913903,Teaira McCowan,C,15,2,0,0-1,0-0,0-0,2,0,2,0,0,0,0,1,-1
401856962,2026-06-04,2026,Lynx,4280850,Maya Caldwell,G,3,12,5,1-2,1-1,2-2,1,1,2,1,1,1,1,1,3
401856963,2026-06-05,2026,Sun,4433635,Diamond Miller,F,1,28,16,6-15,1-5,3-3,2,1,3,3,0,0,2,2,-4
401856963,2026-06-05,2026,Sun,4684384,Aneesah Morrow,F,24,32,8,3-14,2-5,0-0,4,13,17,3,1,1,1,2,-8
401856963,2026-06-05,2026,Sun,2490553,Brittney Griner,C,42,29,16,6-8,0-0,4-6,2,6,8,5,0,3,2,3,-8
401856963,2026-06-05,2026,Sun,4433514,Saniya Rivers,G,22,23,14,6-9,1-2,1-2,0,1,1,3,1,2,3,2,-3
401856963,2026-06-05,2026,Sun,5208981,Leila Lacan,G,47,34,3,1-8,0-3,1-2,0,1,1,2,1,0,3,6,-5
401856963,2026-06-05,2026,Sun,5105732,Raegan Beers,F,15,6,5,2-3,0-0,1-1,2,2,4,2,0,1,2,0,3
401856963,2026-06-05,2026,Sun,5345319,Nell Angloma,F,33,17,6,2-4,0-0,2-2,1,0,1,0,2,0,1,0,9
401856963,2026-06-05,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,10,2,1-3,0-0,0-0,2,1,3,0,0,0,0,4,3
401856963,2026-06-05,2026,Sun,4433412,Hailey Van Lith,G,2,6,4,1-1,0-0,2-2,1,0,1,0,0,0,1,0,-11
401856963,2026-06-05,2026,Sun,4703609,Charlisse Leger-Walker,G,4,8,4,2-4,0-2,0-0,0,0,0,1,1,0,0,1,8
401856963,2026-06-05,2026,Sun,4898898,Gianna Kneepkens,G,5,8,2,0-1,0-0,2-3,0,0,0,0,0,0,0,0,-6
401856963,2026-06-05,2026,Sun,5106232,Ashlon Jackson,G,3,1,0,0-1,0-1,0-0,0,1,1,0,0,0,0,1,-3
401856963,2026-06-05,2026,Sky,3142010,Azura Stevens,F,30,20,13,5-13,1-5,2-3,3,7,10,1,1,0,0,4,4
401856963,2026-06-05,2026,Sky,4433405,Kamilla Cardoso,C,10,33,10,5-10,0-0,0-1,2,6,8,3,0,2,2,3,9
401856963,2026-06-05,2026,Sky,2491205,Skylar Diggins,G,4,32,24,6-16,2-3,10-11,1,2,3,4,1,0,2,1,10
401856963,2026-06-05,2026,Sky,2566186,Rachel Banham,G,24,22,6,2-7,1-5,1-1,0,2,2,3,0,3,1,4,4
401856963,2026-06-05,2026,Sky,4432865,Jacy Sheldon,G,0,27,5,2-2,0-0,1-1,0,1,1,2,2,1,0,3,14
401856963,2026-06-05,2026,Sky,2566081,Elizabeth Williams,C,1,21,10,5-8,0-0,0-2,1,2,3,3,2,1,0,1,-2
401856963,2026-06-05,2026,Sky,2529137,Natasha Cloud,G,9,26,13,4-6,2-2,3-3,0,0,0,5,2,0,3,3,5
401856963,2026-06-05,2026,Sky,4433542,Saylor Poffenbarger,G,6,6,0,0-0,0-0,0-0,0,0,0,0,1,0,0,0,-2
401856963,2026-06-05,2026,Sky,4594786,Sydney Taylor,G,12,13,4,2-5,0-1,0-0,0,1,1,0,0,0,4,3,-17
401856964,2026-06-05,2026,Wings,3906949,Jessica Shepard,F,32,38,22,9-13,0-0,4-6,6,9,15,5,2,0,4,0,10
401856964,2026-06-05,2026,Wings,4399415,Maddy Siegrist,F,20,24,16,7-10,2-2,0-0,2,2,4,0,4,1,1,3,10
401856964,2026-06-05,2026,Wings,3904577,Arike Ogunbowale,G,24,34,30,10-21,6-11,4-5,3,3,6,6,0,0,3,3,6
401856964,2026-06-05,2026,Wings,4433730,Paige Bueckers,G,5,36,18,7-14,1-4,3-4,1,2,3,14,1,0,1,4,5
401856964,2026-06-05,2026,Wings,4433790,Azzi Fudd,G,35,35,11,5-10,1-4,0-0,1,0,1,2,2,0,0,3,5
401856964,2026-06-05,2026,Wings,924,Alysha Clark,F,7,2,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-2
401856964,2026-06-05,2026,Wings,3913881,Alanna Smith,F,8,16,4,2-4,0-2,0-0,0,2,2,0,0,1,2,0,-2
401856964,2026-06-05,2026,Wings,2529047,Odyssey Sims,G,1,5,0,0-1,0-0,0-0,0,1,1,0,0,0,1,0,3
401856964,2026-06-05,2026,Wings,4433807,Aziaha James,G,10,10,3,1-4,0-2,1-3,0,1,1,3,1,0,0,4,5
401856964,2026-06-05,2026,Sparks,1068,Nneka Ogwumike,F,30,35,13,6-8,1-2,0-0,2,8,10,5,1,0,0,1,-8
401856964,2026-06-05,2026,Sparks,2566106,Dearica Hamby,F,5,30,15,6-8,0-0,3-4,2,3,5,1,0,0,0,2,-4
401856964,2026-06-05,2026,Sparks,2491214,Erica Wheeler,G,17,33,7,2-8,1-4,2-2,1,0,1,6,1,0,4,1,-8
401856964,2026-06-05,2026,Sparks,3065570,Kelsey Plum,G,10,33,27,10-16,1-6,6-8,0,2,2,6,0,0,5,2,-7
401856964,2026-06-05,2026,Sparks,3146151,Ariel Atkins,G,7,28,16,6-12,4-7,0-0,2,3,5,3,1,0,2,5,-1
401856964,2026-06-05,2026,Sparks,4433404,Cameron Brink,F,22,15,10,3-7,1-4,3-4,1,4,5,0,0,1,3,4,-4
401856964,2026-06-05,2026,Sparks,4398764,Rae Burrell,G,12,18,3,1-5,0-3,1-2,0,2,2,4,2,1,2,0,-2
401856964,2026-06-05,2026,Sparks,4398907,Kate Martin,G,21,3,5,2-2,1-1,0-1,0,0,0,0,0,0,1,0,-4
401856964,2026-06-05,2026,Sparks,5105729,Chance Gray,G,2,5,0,0-1,0-1,0-0,0,0,0,0,0,0,0,1,-2
401856965,2026-06-05,2026,Mercury,869,DeWanna Bonner,F,24,34,19,6-15,3-8,4-4,1,4,5,5,2,3,1,1,12
401856965,2026-06-05,2026,Mercury,4068042,Natasha Mack,F,4,29,16,7-11,0-0,2-2,0,4,4,2,1,1,1,2,14
401856965,2026-06-05,2026,Mercury,5345524,Noemie Brochant,F,1,28,11,4-6,2-2,1-2,0,2,2,2,1,0,1,1,9
401856965,2026-06-05,2026,Mercury,3906769,Jovana Nogic,G,29,30,9,3-11,0-7,3-4,1,1,2,6,2,0,0,2,10
401856965,2026-06-05,2026,Mercury,5274110,Monique Akoa Makani,G,8,31,11,4-8,1-1,2-2,0,4,4,2,3,1,2,3,9
401856965,2026-06-05,2026,Mercury,3919496,Valeriane Ayayi,F,11,4,2,0-1,0-0,2-2,2,0,2,0,0,0,2,0,-5
401856965,2026-06-05,2026,Mercury,4704594,Marta Suarez,F,77,11,0,0-1,0-1,0-0,0,0,0,1,0,0,2,4,-2
401856965,2026-06-05,2026,Mercury,4873359,Kyara Linskens,C,31,6,0,0-3,0-0,0-0,0,1,1,0,0,0,0,1,-4
401856965,2026-06-05,2026,Mercury,4399342,Lexi Held,G,10,20,8,1-5,1-2,5-5,0,1,1,3,0,0,1,2,-7
401856965,2026-06-05,2026,Mercury,5107404,Quionche Carter,G,20,9,2,1-1,0-0,0-1,3,0,3,0,1,0,2,3,-6
401856965,2026-06-05,2026,Fire,3906972,Bridget Carleton,F,6,27,6,2-9,0-4,2-2,1,3,4,2,1,0,4,1,-17
401856965,2026-06-05,2026,Fire,4398729,Emily Engstler,F,21,17,3,1-5,0-2,1-2,2,3,5,1,0,2,2,2,-19
401856965,2026-06-05,2026,Fire,3934218,Megan Gustafson,C,17,22,7,3-5,1-2,0-0,0,2,2,0,0,0,1,0,-15
401856965,2026-06-05,2026,Fire,4703794,Sarah Ashlee Barker,G,3,29,15,6-10,2-4,1-2,1,6,7,3,0,0,1,3,-7
401856965,2026-06-05,2026,Fire,5208982,Carla Leite,G,0,24,7,2-6,1-2,2-3,1,1,2,4,1,0,3,4,-19
401856965,2026-06-05,2026,Fire,5105406,Frieda Buhner,F,20,15,5,1-5,0-1,3-3,1,3,4,0,0,0,2,0,12
401856965,2026-06-05,2026,Fire,5209202,Nyadiew Puoch,F,13,13,0,0-4,0-1,0-0,1,0,1,0,0,0,0,1,2
401856965,2026-06-05,2026,Fire,4682797,Luisa Geiselsoder,C,15,18,5,1-4,1-4,2-2,0,3,3,3,0,0,3,5,9
401856965,2026-06-05,2026,Fire,3056730,Karlie Samuelson,G,44,19,13,4-5,4-5,1-1,0,3,3,1,1,0,0,1,11
401856965,2026-06-05,2026,Fire,5346554,Teja Oblak,G,7,16,11,4-4,1-1,2-2,1,0,1,4,0,0,4,2,13
401856966,2026-06-06,2026,Storm,4432830,Jordan Horston,F,23,18,7,2-3,1-2,2-2,1,2,3,2,0,0,3,1,-15
401856966,2026-06-06,2026,Storm,2529183,Stefanie Dolson,C,31,20,6,2-3,2-3,0-0,1,3,4,1,0,0,1,2,-10
401856966,2026-06-06,2026,Storm,5345325,Awa Fam,C,11,30,5,2-6,1-4,0-0,2,2,4,4,0,0,4,4,-15
401856966,2026-06-06,2026,Storm,3906753,Natisha Hiedeman,G,2,26,14,4-10,3-9,3-3,1,3,4,5,3,0,4,0,-12
401856966,2026-06-06,2026,Storm,4698736,Flau'jae Johnson,G,4,26,10,4-15,2-7,0-0,1,5,6,2,1,0,3,1,-4
401856966,2026-06-06,2026,Storm,3917453,Katie Lou Samuelson,F,33,18,0,0-4,0-2,0-0,0,2,2,0,1,0,0,0,-5
401856966,2026-06-06,2026,Storm,4433643,Mackenzie Holmes,F,54,14,1,0-1,0-1,1-2,1,3,4,2,0,0,1,0,-6
401856966,2026-06-06,2026,Storm,4898400,Taylor Thierry,F,3,2,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2
401856966,2026-06-06,2026,Storm,5220150,Dominique Malonga,C,14,14,7,3-8,0-2,1-2,0,2,2,0,2,0,2,1,-7
401856966,2026-06-06,2026,Storm,4432832,Zia Cooke,G,7,9,4,1-4,1-2,1-2,1,1,2,0,0,0,1,1,-16
401856966,2026-06-06,2026,Storm,5017726,Jade Melbourne,G,5,20,14,4-7,1-3,5-5,2,2,4,0,0,1,2,2,-6
401856966,2026-06-06,2026,Storm,5106222,Taina Mair,G,22,2,0,0-2,0-1,0-0,0,0,0,0,0,0,0,0,-2
401856966,2026-06-06,2026,Lynx,2529130,Natasha Howard,F,1,30,27,12-16,0-1,3-4,4,1,5,1,3,2,2,2,22
401856966,2026-06-06,2026,Lynx,3054590,Nia Coffey,F,12,27,6,2-6,2-6,0-0,2,6,8,5,3,2,1,1,9
401856966,2026-06-06,2026,Lynx,2529205,Kayla McBride,G,21,23,11,3-12,2-8,3-3,0,2,2,3,1,0,1,1,18
401856966,2026-06-06,2026,Lynx,2987891,Courtney Williams,G,10,27,11,5-13,1-3,0-0,0,5,5,7,2,0,2,1,17
401856966,2026-06-06,2026,Lynx,4433791,Olivia Miles,G,5,33,19,9-14,1-3,0-1,3,3,6,6,1,0,1,3,19
401856966,2026-06-06,2026,Lynx,4873358,Antonia Delaere,F,8,14,0,0-1,0-1,0-0,1,2,3,2,1,0,1,1,2
401856966,2026-06-06,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,17,4,2-4,0-0,0-0,0,1,1,1,2,0,0,2,3
401856966,2026-06-06,2026,Lynx,3913903,Teaira McCowan,C,15,7,4,2-3,0-0,0-0,1,2,3,1,0,0,1,2,2
401856966,2026-06-06,2026,Lynx,4280850,Maya Caldwell,G,3,22,6,2-8,2-5,0-0,2,1,3,1,0,0,3,3,8
401856967,2026-06-06,2026,Valkyries,2529622,Kayla Thornton,F,5,35,10,2-7,2-5,4-4,4,5,9,1,0,0,1,4,3
401856967,2026-06-06,2026,Valkyries,3142328,Gabby Williams,F,1,28,27,10-17,3-7,4-5,0,6,6,1,2,0,1,2,-13
401856967,2026-06-06,2026,Valkyries,4257500,Cecilia Zandalasini,F,24,16,4,2-5,0-2,0-0,0,1,1,0,1,0,1,0,-2
401856967,2026-06-06,2026,Valkyries,2590093,Kiah Stokes,C,41,17,2,1-2,0-1,0-0,1,3,4,1,0,1,1,2,-11
401856967,2026-06-06,2026,Valkyries,4398935,Veronica Burton,G,22,34,15,5-16,1-8,4-6,2,3,5,3,0,0,1,3,-4
401856967,2026-06-06,2026,Valkyries,4790264,Janelle Salaun,F,13,28,11,4-12,3-8,0-0,1,2,3,2,0,0,1,2,-2
401856967,2026-06-06,2026,Valkyries,4790263,Iliana Rupert,C,12,--,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
401856967,2026-06-06,2026,Valkyries,1054,Tiffany Hayes,G,15,16,5,2-7,1-3,0-2,0,3,3,3,1,0,2,4,1
401856967,2026-06-06,2026,Valkyries,4065780,Kaila Charles,G,6,20,5,2-5,1-1,0-0,2,4,6,3,0,0,1,1,4
401856967,2026-06-06,2026,Valkyries,4899328,Kaitlyn Chen,G,2,6,0,0-1,0-0,0-0,0,1,1,0,0,0,0,1,-1
401856967,2026-06-06,2026,Aces,3099736,Stephanie Talbot,F,7,19,6,2-7,2-6,0-0,0,0,0,4,0,2,1,2,-11
401856967,2026-06-06,2026,Aces,4398776,NaLyssa Smith,F,3,29,6,2-6,0-0,2-6,2,4,6,1,0,0,1,3,17
401856967,2026-06-06,2026,Aces,3149391,A'ja Wilson,C,22,35,28,9-17,2-4,8-8,2,12,14,3,0,0,2,3,12
401856967,2026-06-06,2026,Aces,2529122,Chelsea Gray,G,12,36,12,4-10,2-7,2-3,1,5,6,6,2,0,4,3,3
401856967,2026-06-06,2026,Aces,4065870,Jackie Young,G,0,36,27,8-15,6-8,5-5,1,4,5,5,0,0,1,3,13
401856967,2026-06-06,2026,Aces,3142086,Brianna Turner,F,21,9,0,0-1,0-0,0-0,0,0,0,0,0,0,1,1,-5
401856967,2026-06-06,2026,Aces,4433633,Kierstan Bell,F,1,7,0,0-3,0-2,0-0,0,0,0,0,0,0,0,0,-6
401856967,2026-06-06,2026,Aces,2987869,Jewell Loyd,G,24,28,5,2-4,1-3,0-0,0,5,5,3,1,0,1,4,2
401856968,2026-06-06,2026,Mystics,4282173,Michaela Onyenwere,F,12,21,4,1-3,0-2,2-2,0,0,0,0,0,0,1,4,-17
401856968,2026-06-06,2026,Mystics,4898384,Kiki Iriafen,F,44,27,24,8-15,1-3,7-10,0,3,3,3,1,1,2,3,-20
401856968,2026-06-06,2026,Mystics,4398911,Shakira Austin,C,0,22,7,3-9,1-2,0-0,5,0,5,4,0,3,3,3,-29
401856968,2026-06-06,2026,Mystics,4433524,Sonia Citron,G,22,29,18,5-10,2-4,6-7,0,2,2,6,1,0,2,2,-24
401856968,2026-06-06,2026,Mystics,4704180,Georgia Amoore,G,8,23,0,0-1,0-1,0-0,0,2,2,1,1,0,1,3,-9
401856968,2026-06-06,2026,Mystics,4433411,Angela Dugalic,F,32,14,5,2-3,1-1,0-0,1,8,9,1,0,0,1,1,-9
401856968,2026-06-06,2026,Mystics,5105737,Lauren Betts,C,51,16,6,2-4,0-0,2-2,0,1,1,1,0,0,1,3,-6
401856968,2026-06-06,2026,Mystics,4433523,Rori Harmon,G,3,2,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
401856968,2026-06-06,2026,Mystics,4583144,Cotie McMahon,G,23,15,7,2-4,0-1,3-4,1,1,2,0,0,0,2,3,-5
401856968,2026-06-06,2026,Mystics,5122345,Cassandre Prosper,G,18,11,4,2-2,0-0,0-0,0,0,0,1,0,0,0,1,-12
401856968,2026-06-06,2026,Mystics,5349415,Alicia Florez Getino,G,2,20,2,1-7,0-2,0-2,1,1,2,0,1,0,4,2,-29
401856968,2026-06-06,2026,Dream,4398915,Naz Hillmon,F,0,25,6,2-6,2-4,0-0,2,4,6,1,1,1,0,3,24
401856968,2026-06-06,2026,Dream,4433402,Angel Reese,F,5,25,18,4-9,0-0,10-10,7,10,17,0,4,1,3,3,25
401856968,2026-06-06,2026,Dream,3058901,Allisha Gray,G,15,25,15,1-4,1-2,12-15,0,1,1,5,0,0,1,2,14
401856968,2026-06-06,2026,Dream,3142250,Jordin Canada,G,3,25,11,4-6,1-1,2-3,0,2,2,5,0,0,0,0,19
401856968,2026-06-06,2026,Dream,4398674,Rhyne Howard,G,10,21,19,6-11,4-7,3-3,0,0,0,3,6,1,2,4,18
401856968,2026-06-06,2026,Dream,5017721,Sika Kone,F,23,12,9,3-6,1-3,2-3,5,1,6,2,1,0,1,3,6
401856968,2026-06-06,2026,Dream,5108587,Madina Okot,C,11,18,11,5-9,0-1,1-2,1,4,5,0,1,0,3,4,9
401856968,2026-06-06,2026,Dream,4433431,Te-Hina Paopao,G,2,14,6,2-4,2-3,0-0,0,1,1,3,0,1,0,2,13
401856968,2026-06-06,2026,Dream,4597509,Aaliyah Nye,G,32,5,3,1-3,1-2,0-0,0,0,0,0,0,0,0,0,7
401856968,2026-06-06,2026,Dream,5105740,Indya Nivar,G,21,8,2,1-3,0-0,0-3,1,1,2,0,1,0,0,4,-2
401856968,2026-06-06,2026,Dream,5208983,Isobel Borlase,G,20,23,9,3-5,1-2,2-2,0,2,2,2,2,0,1,1,27
401856969,2026-06-06,2026,Fever,3142255,Monique Billings,F,25,35,15,6-7,1-2,2-6,3,5,8,1,0,1,1,3,0
401856969,2026-06-06,2026,Fever,4432831,Aliyah Boston,C,7,29,13,6-15,1-3,0-0,2,7,9,1,1,3,4,5,-14
401856969,2026-06-06,2026,Fever,3142191,Kelsey Mitchell,G,0,32,21,7-21,2-8,5-7,2,5,7,2,0,0,4,3,-8
401856969,2026-06-06,2026,Fever,4398829,Lexie Hull,G,10,19,5,2-2,1-1,0-0,1,5,6,1,1,0,0,1,5
401856969,2026-06-06,2026,Fever,4433403,Caitlin Clark,G,22,34,10,4-14,2-6,0-0,0,7,7,9,0,1,3,5,3
401856969,2026-06-06,2026,Fever,3142055,Myisha Hines-Allen,F,2,13,3,1-4,1-2,0-0,0,1,1,0,1,0,0,5,-1
401856969,2026-06-06,2026,Fever,4433546,Makayla Timpson,F,21,3,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-1
401856969,2026-06-06,2026,Fever,3907781,Sophie Cunningham,G,8,17,2,1-2,0-1,0-0,0,1,1,2,1,0,1,3,-18
401856969,2026-06-06,2026,Fever,4433797,Raven Johnson,G,3,17,6,2-7,0-2,2-2,1,1,2,4,0,0,1,1,-6
401856969,2026-06-06,2026,Liberty,2998928,Breanna Stewart,F,30,33,30,6-15,0-2,18-21,4,4,8,2,4,0,2,1,17
401856969,2026-06-06,2026,Liberty,4683006,Leonie Fiebich,F,13,30,4,1-7,0-3,2-2,2,2,4,2,3,1,1,2,15
401856969,2026-06-06,2026,Liberty,2999101,Jonquel Jones,C,35,28,8,2-6,0-1,4-7,2,10,12,4,0,1,1,4,7
401856969,2026-06-06,2026,Liberty,4038379,Marine Johannes,G,23,25,8,3-7,2-5,0-0,0,4,4,0,0,0,2,3,2
401856969,2026-06-06,2026,Liberty,5345320,Pauline Astier,G,18,24,12,4-6,0-0,4-4,0,3,3,3,1,0,1,3,8
401856969,2026-06-06,2026,Liberty,4281929,Satou Sabally,F,0,22,13,5-11,0-4,3-4,1,4,5,1,0,0,2,3,10
401856969,2026-06-06,2026,Liberty,4337216,Han Xu,C,21,8,2,1-4,0-1,0-0,2,2,4,1,0,0,0,0,-6
401856969,2026-06-06,2026,Liberty,2327695,Rebekah Gardner,G,7,13,4,1-3,0-0,2-2,2,2,4,1,1,0,1,1,-6
401856969,2026-06-06,2026,Liberty,2593770,Betnijah Laney-Hamilton,G,44,12,2,1-5,0-0,0-0,0,1,1,0,0,0,1,1,-2
401856969,2026-06-06,2026,Liberty,4790260,Marine Fauthoux,G,4,5,0,0-2,0-2,0-0,0,2,2,0,0,0,0,1,-5
401856970,2026-06-07,2026,Sky,3142010,Azura Stevens,F,30,24,18,8-15,0-4,2-2,2,8,10,0,0,0,0,3,-11
401856970,2026-06-07,2026,Sky,4433405,Kamilla Cardoso,C,10,23,9,2-6,0-0,5-8,2,6,8,2,0,1,2,5,-15
401856970,2026-06-07,2026,Sky,2491205,Skylar Diggins,G,4,27,7,2-8,0-2,3-4,1,0,1,3,0,0,1,1,-14
401856970,2026-06-07,2026,Sky,2566186,Rachel Banham,G,24,22,3,1-5,1-5,0-0,0,2,2,1,0,0,2,2,-11
401856970,2026-06-07,2026,Sky,4432865,Jacy Sheldon,G,0,21,10,4-7,2-2,0-0,1,2,3,2,1,0,5,5,-7
401856970,2026-06-07,2026,Sky,2566081,Elizabeth Williams,C,1,22,4,0-4,0-0,4-8,1,2,3,2,1,2,0,3,-4
401856970,2026-06-07,2026,Sky,2529137,Natasha Cloud,G,9,27,6,2-7,1-3,1-2,0,4,4,3,0,1,3,1,-6
401856970,2026-06-07,2026,Sky,4433542,Saylor Poffenbarger,G,6,8,0,0-3,0-3,0-0,0,3,3,1,0,0,0,1,-2
401856970,2026-06-07,2026,Sky,4594786,Sydney Taylor,G,12,8,0,0-2,0-2,0-0,0,0,0,0,0,1,1,1,-8
401856970,2026-06-07,2026,Sky,4858656,Gabriela Jaquez,G,11,19,11,4-8,2-4,1-2,0,3,3,1,2,0,2,2,-7
401856970,2026-06-07,2026,Tempo,4398768,Nyara Sabally,F,8,25,15,7-14,0-1,1-2,3,3,6,1,1,1,1,3,16
401856970,2026-06-07,2026,Tempo,5345444,Laura Juskaite,F,2,22,10,2-10,0-3,6-7,1,3,4,1,0,0,0,3,7
401856970,2026-06-07,2026,Tempo,2988756,Brittney Sykes,G,20,30,25,9-23,0-3,7-9,2,5,7,3,1,0,0,2,17
401856970,2026-06-07,2026,Tempo,3904576,Marina Mabrey,G,3,30,9,3-9,1-5,2-2,0,4,4,6,2,1,3,0,15
401856970,2026-06-07,2026,Tempo,4001679,Julie Allemand,G,22,26,4,1-2,0-1,2-2,1,5,6,3,1,0,1,1,16
401856970,2026-06-07,2026,Tempo,2566453,Isabelle Harrison,F,21,17,14,6-9,2-2,0-1,2,4,6,2,1,0,0,4,15
401856970,2026-06-07,2026,Tempo,3910470,Maria Conde,F,10,24,5,2-8,1-5,0-0,1,5,6,2,0,0,1,1,4
401856970,2026-06-07,2026,Tempo,4434020,Teonni Key,F,7,12,1,0-0,0-0,1-2,1,3,4,0,1,2,1,5,-4
401856970,2026-06-07,2026,Tempo,3142327,Kia Nurse,G,11,9,2,0-2,0-2,2-2,0,1,1,0,0,0,1,3,-1
401856970,2026-06-07,2026,Tempo,5355509,Tima Pouye,G,32,3,0,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0
401856971,2026-06-07,2026,Fire,3906972,Bridget Carleton,F,6,26,7,1-4,1-4,4-4,1,6,7,2,0,0,3,1,-10
401856971,2026-06-07,2026,Fire,4398729,Emily Engstler,F,21,25,10,4-7,0-2,2-2,1,7,8,0,1,0,2,5,-12
401856971,2026-06-07,2026,Fire,3934218,Megan Gustafson,C,17,25,16,6-13,0-2,4-5,7,4,11,0,0,1,0,2,-14
401856971,2026-06-07,2026,Fire,4703794,Sarah Ashlee Barker,G,3,28,6,2-8,1-5,1-1,0,2,2,7,1,1,3,4,-15
401856971,2026-06-07,2026,Fire,5208982,Carla Leite,G,0,25,10,4-13,0-2,2-6,0,4,4,4,0,1,4,2,-21
401856971,2026-06-07,2026,Fire,5105406,Frieda Buhner,F,20,15,7,3-10,1-5,0-0,2,0,2,1,1,0,0,2,-5
401856971,2026-06-07,2026,Fire,5209202,Nyadiew Puoch,F,13,14,4,2-3,0-0,0-0,1,0,1,0,0,0,0,2,-7
401856971,2026-06-07,2026,Fire,4682797,Luisa Geiselsoder,C,15,15,4,2-4,0-2,0-0,1,3,4,0,0,1,1,2,-3
401856971,2026-06-07,2026,Fire,3056730,Karlie Samuelson,G,44,11,6,1-3,0-2,4-4,1,0,1,0,1,1,0,0,-2
401856971,2026-06-07,2026,Fire,5346554,Teja Oblak,G,7,17,2,1-7,0-4,0-0,0,2,2,5,1,0,2,1,4
401856971,2026-06-07,2026,Sparks,1068,Nneka Ogwumike,F,30,32,20,8-14,2-6,2-2,6,11,17,2,2,0,2,2,24
401856971,2026-06-07,2026,Sparks,2566106,Dearica Hamby,F,5,30,22,8-14,0-1,6-10,6,6,12,0,2,1,0,3,12
401856971,2026-06-07,2026,Sparks,2491214,Erica Wheeler,G,17,27,6,2-7,2-6,0-0,0,1,1,4,1,0,0,2,32
401856971,2026-06-07,2026,Sparks,3065570,Kelsey Plum,G,10,35,16,5-10,1-3,5-5,1,5,6,7,3,0,1,4,16
401856971,2026-06-07,2026,Sparks,3146151,Ariel Atkins,G,7,18,6,3-9,0-3,0-0,1,1,2,2,1,0,3,2,8
401856971,2026-06-07,2026,Sparks,4433404,Cameron Brink,F,22,10,2,0-3,0-0,2-2,0,0,0,0,1,1,2,4,1
401856971,2026-06-07,2026,Sparks,4398764,Rae Burrell,G,12,26,10,4-11,2-6,0-0,1,2,3,1,1,0,2,1,4
401856971,2026-06-07,2026,Sparks,4398907,Kate Martin,G,21,8,5,2-5,1-3,0-1,0,0,0,1,0,2,0,4,-3
401856971,2026-06-07,2026,Sparks,5105729,Chance Gray,G,2,15,2,0-2,0-2,2-2,0,1,1,0,0,0,2,0,-9
401856972,2026-06-08,2026,Liberty,2998928,Breanna Stewart,F,30,34,28,9-17,1-4,9-9,2,7,9,3,3,0,2,2,10
401856972,2026-06-08,2026,Liberty,4683006,Leonie Fiebich,F,13,28,5,2-5,1-3,0-0,2,5,7,1,0,0,1,1,7
401856972,2026-06-08,2026,Liberty,4337216,Han Xu,C,21,22,14,4-8,1-2,5-6,2,4,6,2,0,2,1,4,13
401856972,2026-06-08,2026,Liberty,4038379,Marine Johannes,G,23,24,7,2-7,1-5,2-2,0,4,4,3,1,0,2,3,12
401856972,2026-06-08,2026,Liberty,5345320,Pauline Astier,G,18,26,6,2-8,0-1,2-2,1,2,3,4,0,1,4,1,9
401856972,2026-06-08,2026,Liberty,4281929,Satou Sabally,F,0,19,9,4-6,1-3,0-0,0,2,2,2,0,0,2,3,0
401856972,2026-06-08,2026,Liberty,4790258,Raquel Carrera,F,14,13,7,2-3,0-1,3-4,2,3,5,1,0,1,2,4,1
401856972,2026-06-08,2026,Liberty,2327695,Rebekah Gardner,G,7,8,2,1-1,0-0,0-0,0,1,1,0,0,0,1,1,-4
401856972,2026-06-08,2026,Liberty,2593770,Betnijah Laney-Hamilton,G,44,18,11,3-6,1-3,4-6,0,5,5,0,0,0,3,4,0
